hsa-miR-7515,KLF15
hsa-miR-223-3p,ANGPTL2
hsa-miR-5094,MAFB
hsa-miR-630,PPIG
hsa-miR-664b-5p,GLI3
hsa-miR-211-3p,AZIN1
hsa-miR-4328,IGF2BP2
hsa-miR-342-5p,GALNT7
hsa-miR-136-3p,SIAH1
hsa-miR-128-3p,TLE3
hsa-miR-106b-3p,ARPC5L
hsa-miR-876-5p,NKX2-1-AS1
hsa-miR-211-3p,HDAC4
hsa-miR-578,MCM5
hsa-miR-92a-1-5p,PPP1R10
hsa-miR-141-5p,CCKBR
hsa-miR-194-3p,JPT1
hsa-miR-493-5p,ST14
hsa-miR-144-3p,SH3GL1
hsa-miR-581,TCF7L2
hsa-miR-27b-3p,ABCE1
hsa-miR-539-3p,PLCXD3
hsa-miR-216b-3p,GPC4
hsa-miR-124-5p,FGFBP1
hsa-miR-212-3p,ICAM1
hsa-miR-326,HDAC5
hsa-miR-519e-5p,BCL6
hsa-miR-876-5p,APAF1
hsa-miR-101-3p,MMD
hsa-miR-767-5p,BCL2L14
hsa-miR-671-5p,HOTTIP
hsa-miR-5787,CXCL2
hsa-miR-758-3p,HNF1B
hsa-miR-582-3p,PDHA1
hsa-miR-126-3p,CSPP1
hsa-miR-1284,RCBTB1
hsa-miR-122-3p,CDKN1C
hsa-miR-7-5p,TICAM1
hsa-miR-4689,FLNA
hsa-miR-331-3p,PADI2
hsa-miR-125b-1-3p,CREBZF
hsa-miR-431-5p,PCGF2
hsa-miR-1256,HIVEP1
hsa-miR-141-5p,ABCC5
hsa-miR-190a-5p,LIX1L
hsa-miR-490-3p,TICAM2
hsa-miR-4317,LHCGR
hsa-miR-182-5p,C1GALT1
hsa-miR-99b-3p,TPX2
hsa-miR-299-5p,PHC2
hsa-miR-105-3p,USP25
hsa-miR-581,IMPDH2
hsa-miR-224-5p,PRDM16
hsa-miR-515-3p,ARHGDIA
hsa-miR-3682-3p,PXDN
hsa-miR-135a-5p,DAB2
hsa-miR-570-3p,OCLN
hsa-miR-150-5p,POLD4
hsa-miR-512-5p,NIT1
hsa-miR-187-5p,BTBD3
hsa-miR-552-5p,PAX7
hsa-miR-1193,COPS5
hsa-miR-15b-3p,ADAMTS6
hsa-miR-1250-3p,MMP26
hsa-miR-370-3p,PMAIP1
hsa-miR-519e-3p,KHDRBS1
hsa-miR-133a-3p,USP47
hsa-miR-519a-3p,MYRF
hsa-miR-181d-5p,PPM1E
hsa-miR-7844-5p,PDIA3
hsa-miR-519e-5p,PPP1R15B
hsa-miR-1224-3p,REG4
hsa-miR-652-3p,YY1
hsa-miR-3189-3p,SCNN1A
hsa-miR-770-5p,EID1
hsa-miR-136-3p,SRSF9
hsa-miR-1269b,SMURF1
hsa-miR-520c-3p,BMP1
hsa-miR-670-5p,UBE2Q1
hsa-miR-3187-3p,CYP24A1
hsa-miR-122-3p,TRIM31
hsa-miR-2278,PTX3
hsa-miR-1292-5p,RAB11FIP1
hsa-miR-130a-3p,DAAM2
hsa-miR-6165,SOX5
hsa-miR-3622b-5p,MAP3K3
hsa-miR-154-5p,SNHG8
hsa-miR-633,QRSL1
hsa-miR-873-3p,STC1
hsa-miR-518d-3p,ST3GAL6
hsa-miR-421,CST4
hsa-miR-578,TUSC3
hsa-miR-937-3p,TP53RK
hsa-miR-509-3p,ATP6V1B2
hsa-miR-574-3p,CDH1
hsa-miR-548a-3p,RAB13
hsa-miR-302c-3p,UBE2A
hsa-miR-195-5p,FRAT2
hsa-miR-92a-3p,DAXX
hsa-miR-320d,NOS3
hsa-miR-181a-3p,TCF21
hsa-miR-4521,CLTC
hsa-miR-570-5p,GALC
hsa-miR-579-3p,MAP3K12
hsa-miR-342-5p,GDF6
hsa-miR-580-3p,LAMTOR5
hsa-miR-424-3p,TXNIP
hsa-miR-502-5p,GPR34
hsa-miR-596,IL11
hsa-miR-877-5p,LIX1L
hsa-miR-208b-3p,NR4A2
hsa-miR-519c-3p,TNKS2
hsa-miR-520h,XRCC6
hsa-miR-410-3p,TARDBP
hsa-miR-372-5p,EXO1
hsa-miR-590-5p,CHRM1
hsa-let-7i-3p,RTKN
hsa-miR-578,LBX2-AS1
hsa-miR-5188,SOX17
hsa-miR-6715b-5p,ARID4B
hsa-miR-4793-3p,WDR37
hsa-miR-487b-3p,HMGA2
hsa-miR-410-3p,TMEM63C
hsa-miR-215-3p,TCF21
hsa-miR-4317,GAP43
hsa-miR-145-5p,RAB22A
hsa-miR-372-3p,TRPC3
hsa-miR-300,PTPN13
hsa-miR-302a-3p,CTTN
hsa-miR-4689,FOXO4
hsa-miR-188-3p,GMFB
hsa-miR-27a-3p,REG4
hsa-miR-885-3p,CEBPD
hsa-miR-1908-3p,FGD5-AS1
hsa-miR-1303,MECOM
hsa-miR-133a-5p,MFN2
hsa-miR-337-3p,FGF8
hsa-miR-939-5p,TGFB2
hsa-miR-93-5p,VAPA
hsa-miR-552-3p,ATF1
hsa-miR-200b-3p,S100A4
hsa-miR-18a-5p,P4HB
hsa-miR-369-5p,BCL6
hsa-let-7a-5p,ERBIN
hsa-miR-146b-5p,SOX11
hsa-miR-1207-3p,WLS
hsa-miR-525-5p,MRTFA
hsa-miR-30c-5p,EMP3
hsa-miR-570-5p,POU3F2
hsa-miR-92b-3p,PPM1D
hsa-miR-216b-3p,SLAIN1
hsa-miR-224-5p,PTBP3
hsa-miR-28-5p,CBX4
hsa-miR-1293,XIAP
hsa-miR-766-3p,GOLT1B
hsa-miR-202-3p,GATA1
hsa-miR-126-5p,XPO1
hsa-miR-634,UBASH3B
hsa-miR-561-3p,TRIM14
hsa-miR-3682-3p,ARHGEF19
hsa-miR-10a-5p,HSP90B1
hsa-miR-521,ANGPTL2
hsa-miR-486-3p,PDHA1
hsa-miR-331-3p,LDLR
hsa-miR-767-3p,LARP1
hsa-miR-2278,RAB13
hsa-miR-939-5p,NR0B2
hsa-miR-196b-3p,SHC1
hsa-miR-218-2-3p,DAPK3
hsa-miR-519e-3p,ATP4A
hsa-miR-499a-5p,WWC1
hsa-miR-34b-3p,ARNT
hsa-miR-95-3p,WWP1
hsa-miR-612,CDK1
hsa-miR-767-3p,CROT
hsa-miR-3178,SNX30
hsa-miR-205-5p,MAP3K8
hsa-miR-424-3p,SDHB
hsa-miR-634,CRNDE
hsa-miR-99b-3p,JARID2
hsa-miR-33a-3p,AACS
hsa-miR-595,WNT9B
hsa-miR-26a-1-3p,NTM
hsa-miR-493-3p,PBRM1
hsa-miR-296-5p,MMP13
hsa-miR-340-3p,SFRP4
hsa-miR-4328,PCLAF
hsa-miR-34c-3p,KDM6B
hsa-miR-542-3p,SLIT3
hsa-miR-4497,ATG10
hsa-miR-367-3p,VPS18
hsa-miR-645,DVL3
hsa-miR-744-5p,CCL20
hsa-miR-491-3p,ARL4C
hsa-miR-550a-3p,FAM117B
hsa-miR-620,VCAN
hsa-miR-770-5p,MAPK10
hsa-miR-1260b,SMARCB1
hsa-miR-877-3p,IL25
hsa-miR-100-5p,MEN1
hsa-miR-371a-3p,TCF4
hsa-miR-493-3p,GPD1
hsa-miR-4782-3p,CDKN2B
hsa-miR-101-5p,CRK
hsa-miR-758-3p,FUNDC2
hsa-miR-532-5p,PTPN12
hsa-miR-935,RHOT1
hsa-miR-3129-5p,SLC6A4
hsa-miR-4269,LGR5
hsa-miR-383-5p,EPHA4
hsa-miR-940,HDGF
hsa-let-7c-5p,LGALS3
hsa-miR-1260b,CCND1
hsa-miR-371a-5p,TFF2
hsa-miR-361-3p,MYRF
hsa-miR-448,ILF3
hsa-miR-1288-3p,NCOA3
hsa-miR-744-5p,ILF3
hsa-miR-655-3p,PLPP3
hsa-miR-6165,TLR2
hsa-miR-1207-3p,MEN1
hsa-miR-210-3p,NR1H4
hsa-miR-96-3p,IGFBP2
hsa-miR-143-5p,TPRG1
hsa-miR-148b-3p,PDE7A
hsa-miR-488-5p,MYD88
hsa-miR-1193,DAPK2
hsa-miR-885-5p,DACH1
hsa-miR-664a-3p,PKM
hsa-miR-223-3p,ARIH2
hsa-miR-559,AANAT
hsa-miR-328-5p,PKP4
hsa-miR-3127-5p,TLN1
hsa-miR-4497,FGF5
hsa-miR-338-5p,ITGB1
hsa-miR-657,CCL4
hsa-miR-525-3p,LGMN
hsa-miR-4644,IL2
hsa-miR-1908-3p,CCDC43
hsa-miR-148a-5p,ASPH
hsa-miR-20b-5p,KCNA1
hsa-miR-4497,TSPAN1
hsa-miR-4498,PLAC8
hsa-miR-652-5p,PPP2R2A
hsa-miR-4465,GPR137B
hsa-miR-330-3p,LPL
hsa-miR-30c-5p,RGS16
hsa-miR-106a-3p,NIPSNAP1
hsa-miR-3686,FRS2
hsa-miR-129-1-3p,TAF10
hsa-miR-639,PRKAA1
hsa-miR-599,CASP14
hsa-miR-1468-3p,IGFBP1
hsa-miR-378a-5p,RAF1
hsa-miR-328-5p,TCF21
hsa-miR-338-3p,CKAP5
hsa-miR-148b-3p,CYC1
hsa-miR-1288-3p,HMGB2
hsa-miR-4644,LTBR
hsa-miR-4722-5p,ARHGAP26
hsa-miR-184,UBAC2
hsa-miR-625-5p,TRAF4
hsa-miR-589-3p,BTK
hsa-miR-1246,FGF20
hsa-miR-27b-3p,SYVN1
hsa-miR-223-3p,ABRA
hsa-miR-16-2-3p,PTMA
hsa-miR-4649-3p,CFH
hsa-miR-129-2-3p,HDAC7
hsa-miR-96-5p,CLDN2
hsa-miR-1257,SULT2A1
hsa-miR-142-3p,EGLN3
hsa-miR-212-5p,TAGLN2
hsa-miR-24-2-5p,SLC2A3
hsa-miR-513b-5p,HIF3A
hsa-miR-483-3p,MET
hsa-miR-370-3p,MAN1B1
hsa-miR-152-3p,CBX7
hsa-miR-190a-5p,MAP3K14
hsa-miR-302d-3p,FOXL2
hsa-miR-431-5p,GDAP1
hsa-miR-4720-3p,TRIB1
hsa-miR-196a-3p,FAM3A
hsa-miR-6516-5p,STAG2
hsa-miR-190a-5p,RPL38
hsa-miR-501-5p,NEK7
hsa-miR-499a-5p,PRMT1
hsa-miR-181a-2-3p,MAP4K4
hsa-miR-150-5p,SMO
hsa-miR-548a-3p,RILPL1
hsa-miR-542-3p,CXCL2
hsa-miR-1914-3p,CEP41
hsa-miR-519b-3p,NOD2
hsa-miR-522-5p,THBS4
hsa-miR-3682-3p,SERPINB5
hsa-miR-450a-1-3p,PEBP4
hsa-miR-139-3p,LIMK1
hsa-miR-513a-3p,EID1
hsa-miR-140-3p,FNTA
hsa-miR-1265,REV1
hsa-miR-429,PPP1R15B
hsa-miR-4449,BLVRB
hsa-miR-519e-3p,EGFL7
hsa-miR-379-5p,CDK9
hsa-miR-1285-3p,ATG14
hsa-miR-337-5p,GCLM
hsa-miR-16-5p,IER2
hsa-miR-517a-3p,ADA
hsa-miR-3189-3p,IL10RA
hsa-miR-146b-5p,UBA7
hsa-miR-520g-3p,DSTYK
hsa-miR-660-5p,SELE
hsa-miR-548b-3p,AGPAT2
hsa-miR-135b-3p,CDK2AP1
hsa-miR-513b-5p,BID
hsa-miR-222-3p,FYN
hsa-miR-339-5p,AFAP1
hsa-miR-486-5p,TMED7
hsa-miR-335-5p,UCA1
hsa-miR-200a-5p,MTMR14
hsa-miR-3682-3p,CD82
hsa-let-7b-3p,NLRC5
hsa-miR-202-3p,ALK
hsa-miR-3189-3p,FAM135A
hsa-miR-30e-5p,GSR
hsa-miR-3064-5p,SFRP2
hsa-miR-942-5p,DGAT1
hsa-miR-548a-5p,CTDNEP1
hsa-miR-1270,RBMXL1
hsa-miR-193a-3p,EPSTI1
hsa-miR-570-5p,SCD
hsa-miR-1289,CLEC5A
hsa-miR-1470,PPP2R2A
hsa-miR-320c,CFB
hsa-miR-148b-3p,MYLK
hsa-miR-3658,SLC7A1
hsa-miR-583,KDM6A
hsa-miR-1207-3p,TCEAL7
hsa-miR-340-3p,HMX1
hsa-miR-887-3p,MCAT
hsa-miR-579-3p,TBXA2R
hsa-miR-1225-5p,CAPNS1
hsa-miR-1290,FAM3C
hsa-miR-424-5p,ARL2
hsa-miR-22-3p,EFNA1
hsa-miR-329-3p,TPRG1
hsa-miR-215-5p,FGD5-AS1
hsa-miR-331-3p,PEA15
hsa-miR-650,FLOT1
hsa-miR-34b-5p,CCNE1
hsa-miR-551a,FHL3
hsa-miR-509-3-5p,RFFL
hsa-miR-361-5p,EPN2
hsa-miR-187-3p,GINS1
hsa-miR-620,TRIM25
hsa-miR-487b-3p,SNAP23
hsa-miR-664b-5p,SLC25A12
hsa-miR-214-3p,GPR85
hsa-miR-186-5p,SLC7A5
hsa-miR-144-5p,TM9SF3
hsa-miR-518a-3p,MEIS2
hsa-miR-215-5p,ARFIP1
hsa-miR-29c-5p,PPP3CA
hsa-miR-1908-5p,POMC
hsa-miR-99a-5p,MAP3K13
hsa-miR-152-5p,YOD1
hsa-miR-10b-3p,ERCC1
hsa-miR-197-3p,RB1CC1
hsa-miR-205-3p,ITGA7
hsa-miR-378a-3p,MYL9
hsa-miR-518b,MN1
hsa-miR-339-5p,NR2C2
hsa-miR-92b-3p,PPIC
hsa-miR-21-3p,PGC
hsa-miR-142-3p,BCL2L2
hsa-miR-363-3p,DDX6
hsa-miR-627-5p,MAOA
hsa-miR-449b-5p,HOXD3
hsa-miR-570-3p,LRRC1
hsa-miR-495-3p,IL1A
hsa-miR-302a-3p,SMARCD1
hsa-miR-4720-3p,TAC1
hsa-miR-27a-3p,PVT1
hsa-miR-663a,SRM
hsa-miR-199b-3p,WNT11
hsa-miR-411-5p,CD40
hsa-miR-103b,FAM91A1
hsa-miR-579-3p,WNT2B
hsa-miR-1183,MAPK4
hsa-miR-103a-3p,TJAP1
hsa-miR-129-2-3p,GLI1
hsa-miR-301b-3p,MAPT
hsa-miR-940,YTHDF1
hsa-miR-325,IKBKE
hsa-miR-298,LRRC8A
hsa-miR-26a-1-3p,SMURF1
hsa-miR-580-3p,ZFPM2
hsa-miR-1303,ATG9A
hsa-miR-140-3p,ZFX
hsa-miR-520h,SLC1A5
hsa-miR-589-5p,CA12
hsa-miR-502-5p,KLF4
hsa-miR-129-5p,AXL
hsa-miR-518b,ACTC1
hsa-miR-455-5p,PMAIP1
hsa-miR-127-3p,KLF6
hsa-miR-28-5p,RTKN
hsa-miR-3127-3p,IKZF4
hsa-miR-935,SGMS2
hsa-miR-10b-5p,GAS1
hsa-miR-580-3p,IL32
hsa-miR-200b-3p,POU5F1
hsa-miR-218-5p,HBEGF
hsa-miR-625-5p,SLC40A1
hsa-miR-520g-3p,PRMT1
hsa-miR-19a-5p,ZNF513
hsa-miR-449a,ISG20
hsa-miR-4271,VEGFA
hsa-miR-433-3p,PGM2
hsa-miR-518c-3p,PTHLH
hsa-miR-373-3p,S1PR1
hsa-miR-3928-3p,PITX3
hsa-miR-29b-2-5p,CRKL
hsa-miR-4286,TNFAIP3
hsa-miR-1285-3p,ZNFX1
hsa-miR-621,KTN1-AS1
hsa-miR-1908-5p,SKA1
hsa-miR-20a-3p,ASXL1
hsa-miR-433-5p,PRPF38A
hsa-miR-381-5p,TSHZ3
hsa-miR-605-5p,ZAP70
hsa-miR-361-3p,PTGES2
hsa-miR-7844-5p,CAMTA1
hsa-miR-22-3p,ALOX5
hsa-miR-1468-3p,SOX5
hsa-miR-466,LEPR
hsa-miR-4689,ALX1
hsa-miR-122-5p,EPO
hsa-miR-450a-1-3p,TGFBR3
hsa-miR-125a-3p,MMP8
hsa-miR-128-3p,DAPK2
hsa-miR-30c-5p,ABCC4
hsa-miR-188-3p,REG4
hsa-miR-153-5p,ENO1
hsa-miR-634,ACTN4
hsa-miR-34c-3p,SLC6A3
hsa-miR-205-3p,LAMTOR5
hsa-miR-4328,E2F7
hsa-miR-146b-5p,GALC
hsa-miR-425-3p,VIM-AS1
hsa-miR-4498,NSUN5
hsa-miR-1252-3p,CKB
hsa-miR-3128,XPO1
hsa-miR-34b-3p,STX12
hsa-miR-372-5p,YAP1
hsa-miR-10a-3p,TRPM2-AS
hsa-miR-30c-5p,INSIG1
hsa-miR-6747-5p,LINC02323
hsa-miR-1301-3p,CASC9
hsa-miR-346,MEP1A
hsa-miR-708-5p,AKAP12
hsa-miR-483-5p,NCOR1
hsa-miR-569,MAGEA3
hsa-miR-18a-3p,HNF1B
hsa-miR-320b,NR1H4
hsa-miR-22-5p,EPHB4
hsa-miR-541-5p,ACE2
hsa-miR-1270,ACVR1C
hsa-miR-2278,FUT8
hsa-miR-1293,PRDM1
hsa-miR-548p,MED1
hsa-miR-520d-3p,SYVN1
hsa-miR-646,VAV3
hsa-miR-296-5p,CDKN1A
hsa-miR-214-5p,CARMN
hsa-miR-101-3p,SAP30L
hsa-miR-584-3p,HTR3E
hsa-miR-1297,MEN1
hsa-miR-922,PXN
hsa-miR-337-5p,KCNMB2
hsa-miR-632,GNAI1
hsa-miR-216b-5p,KDM6A
hsa-miR-200b-5p,BCL10
hsa-miR-485-3p,EGR1
hsa-miR-1247-5p,NRBP1
hsa-miR-583,BACE1
hsa-miR-1180-3p,IMPDH2
hsa-miR-648,SMARCA4
hsa-miR-501-5p,ABCG4
hsa-miR-744-5p,HIPK1
hsa-miR-34c-3p,TPRG1
hsa-miR-422a,MAGEA3
hsa-miR-663a,PTX3
hsa-miR-522-3p,ADAMTS4
hsa-miR-633,COL5A3
hsa-miR-1236-3p,SMAD4
hsa-miR-17-3p,PGC
hsa-miR-517a-3p,UBASH3B
hsa-miR-17-3p,CXCL11
hsa-miR-551a,SLC26A6
hsa-miR-466,MYD88
hsa-miR-449a,CHD4
hsa-miR-451a,L1CAM
hsa-miR-125a-5p,MAPK7
hsa-miR-28-3p,WNT9B
hsa-miR-376c-3p,CHI3L1
hsa-miR-338-5p,TBRG1
hsa-miR-30c-1-3p,PRKAA1
hsa-miR-935,OPCML
hsa-miR-490-5p,TUBB4B
hsa-miR-450b-5p,PPP1CA
hsa-miR-509-5p,SSRP1
hsa-miR-520a-3p,HERPUD1
hsa-miR-122-5p,RREB1
hsa-miR-454-3p,EGLN3
hsa-miR-4316,NFATC3
hsa-miR-211-5p,COPS5
hsa-miR-599,ACVR1
hsa-miR-1914-3p,ESRRA
hsa-miR-593-5p,LCN2
hsa-miR-532-3p,CAPZA1
hsa-miR-1290,EIF4EBP1
hsa-miR-205-3p,TINCR
hsa-miR-141-5p,PKM
hsa-miR-767-3p,TLE3
hsa-miR-372-3p,LINC00473
hsa-miR-512-3p,IL13RA1
hsa-miR-147a,BMPR1A
hsa-miR-200b-3p,SKIL
hsa-let-7i-5p,PTPN22
hsa-miR-182-5p,ARL2
hsa-miR-7-1-3p,SCHLAP1
hsa-miR-323b-5p,RAP1GAP
hsa-miR-518c-3p,MAP2K3
hsa-miR-181a-5p,TPD52
hsa-miR-146b-3p,ANKRD13A
hsa-miR-381-5p,CARM1
hsa-miR-491-3p,DNMT3A
hsa-miR-493-3p,CTDSPL
hsa-miR-146b-5p,CDC14A
hsa-miR-588,RAX
hsa-miR-539-5p,IL12A
hsa-miR-31-5p,RPA1
hsa-miR-17-5p,MMP24
hsa-miR-510-5p,AGPAT2
hsa-miR-891b,PPP1R15B
hsa-miR-320c,VCL
hsa-miR-7515,LEFTY2
hsa-miR-2861,TMEM63C
hsa-miR-4271,ACADS
hsa-miR-122-5p,PPA1
hsa-miR-567,EMSY
hsa-miR-548a-5p,SIVA1
hsa-miR-1205,STK11
hsa-miR-769-5p,ATF2
hsa-miR-630,C1QTNF9
hsa-miR-6516-5p,MCM3
hsa-miR-146b-5p,SIGMAR1
hsa-miR-19a-3p,CELF2
hsa-miR-302d-3p,INPP5J
hsa-miR-597-3p,TUSC3
hsa-miR-4638-5p,KRT1
hsa-miR-139-3p,PPP1R10
hsa-miR-500a-5p,GDF3
hsa-miR-491-3p,AQP5
hsa-miR-516b-5p,SH2B1
hsa-miR-515-5p,SNAI2
hsa-miR-488-5p,MCM10
hsa-miR-299-3p,PPP1CA
hsa-miR-4498,LBX2-AS1
hsa-miR-33b-5p,MT1JP
hsa-miR-139-5p,NCOR1
hsa-miR-516b-5p,IL1B
hsa-miR-423-3p,ZYX
hsa-miR-195-3p,MTCH2
hsa-miR-3941,NAIP
hsa-miR-2909,USP33
hsa-miR-513a-3p,LMNB2
hsa-miR-100-3p,RARA
hsa-miR-770-5p,RAVER2
hsa-miR-5188,IKZF3
hsa-miR-299-3p,ZWINT
hsa-miR-146a-3p,CIT
hsa-miR-4756-3p,CXCR2
hsa-miR-766-3p,ROCK1
hsa-miR-27a-5p,ARG2
hsa-miR-3074-5p,SLC7A1
hsa-miR-130b-3p,TWIST1
hsa-miR-212-5p,INSR
hsa-miR-29c-5p,RAN
hsa-miR-664a-3p,CHL1
hsa-miR-3686,AKT1
hsa-miR-516a-3p,JADE1
hsa-miR-518c-3p,MBNL1
hsa-miR-1262,RORC
hsa-miR-122-5p,FAIM
hsa-miR-937-5p,CD28
hsa-miR-329-3p,SCD
hsa-miR-7973,HNF1B
hsa-let-7c-3p,SORT1
hsa-miR-1181,FTX
hsa-miR-3682-3p,SART3
hsa-miR-23b-3p,DOCK4
hsa-miR-221-3p,TSPAN1
hsa-miR-4273,GATA3
hsa-miR-125b-1-3p,UGT2B10
hsa-miR-769-5p,SOCS2
hsa-miR-221-3p,MOAP1
hsa-miR-519e-3p,BIK
hsa-miR-488-5p,HMOX1
hsa-let-7f-2-3p,TMEM9B
hsa-miR-345-5p,FZD7
hsa-miR-199b-5p,CHUK
hsa-miR-4428,FGF10
hsa-let-7a-3p,MRPS27
hsa-miR-377-3p,LGALS9
hsa-miR-708-3p,FUS
hsa-miR-29b-1-5p,LZTS1
hsa-miR-378b,TBC1D2
hsa-miR-324-5p,CREBZF
hsa-miR-510-5p,MYO1D
hsa-miR-4782-3p,CCND3
hsa-miR-877-3p,FTL
hsa-miR-558,ZNF24
hsa-miR-371b-5p,EI24
hsa-miR-671-5p,MSMO1
hsa-miR-363-5p,EFNA3
hsa-miR-302c-5p,PRKCA
hsa-miR-654-3p,PPM1K
hsa-miR-1185-2-3p,VAV3
hsa-let-7c-5p,STK17A
hsa-miR-7-1-3p,SLC6A4
hsa-miR-570-5p,MCM3
hsa-miR-95-3p,LMO2
hsa-miR-556-5p,MTF1
hsa-miR-1289,MFAP4
hsa-miR-613,UBE2A
hsa-miR-4488,LCORL
hsa-miR-567,EMP3
hsa-miR-338-3p,RGS17
hsa-miR-369-5p,CD93
hsa-miR-424-3p,KLF4
hsa-miR-18a-5p,SEL1L
hsa-miR-6165,ANGPTL1
hsa-miR-106b-3p,MAPK3
hsa-miR-335-3p,HMGXB4
hsa-miR-518a-5p,MUC1
hsa-miR-20a-5p,NCAPG
hsa-miR-490-3p,EGF
hsa-miR-500a-3p,SDHD
hsa-miR-513a-3p,EIF4A2
hsa-miR-5787,PRPF31
hsa-miR-513a-5p,SYT7
hsa-miR-4660,ACTN1
hsa-miR-302b-3p,UTRN
hsa-miR-219a-2-3p,HIF1A
hsa-miR-17-5p,DIRAS3
hsa-miR-152-3p,SLC5A5
hsa-miR-6515-5p,TRPM3
hsa-miR-25-5p,BARD1
hsa-miR-331-3p,PTGR1
hsa-miR-103a-3p,NCAN
hsa-miR-93-3p,SNHG16
hsa-miR-202-5p,ZIC2
hsa-miR-3978,ZNF611
hsa-miR-624-3p,TCEAL1
hsa-miR-197-5p,ANG
hsa-miR-4530,IL12RB2
hsa-miR-185-5p,NUAK1
hsa-miR-5572,TRIM32
hsa-miR-548a-3p,DONSON
hsa-miR-194-3p,SF3B2
hsa-miR-4271,SLC16A2
hsa-miR-297,POU4F2
hsa-miR-1205,IFI27
hsa-miR-148b-3p,DET1
hsa-miR-513b-5p,TP53INP1
hsa-miR-512-5p,MAF
hsa-miR-212-5p,TNIP2
hsa-miR-509-3-5p,ID1
hsa-miR-345-5p,RSU1
hsa-miR-5195-3p,FOSB
hsa-miR-3064-3p,GSR
hsa-miR-429,NTF3
hsa-miR-202-5p,WNT1
hsa-miR-628-3p,CCND2
hsa-miR-4644,LEPR
hsa-miR-10b-3p,PKP4
hsa-miR-16-1-3p,DDX3X
hsa-miR-663a,FADD
hsa-miR-875-5p,TINCR
hsa-miR-200b-5p,CASC3
hsa-miR-3940-5p,PDCD2
hsa-miR-610,PPP1R1A
hsa-miR-876-5p,TUSC7
hsa-miR-656-3p,YAP1
hsa-miR-508-3p,TRIM71
hsa-miR-4653-3p,IQGAP1
hsa-miR-134-3p,PCNA
hsa-miR-98-5p,MEN1
hsa-miR-580-3p,EZR
hsa-miR-377-3p,TIA1
hsa-miR-378a-5p,WNT16
hsa-miR-512-3p,HOXB1
hsa-miR-106a-3p,PBXIP1
hsa-miR-488-3p,MPPED2
hsa-miR-200a-5p,YTHDF1
hsa-miR-154-5p,NFATC1
hsa-miR-10b-5p,TRIM33
hsa-miR-298,UBE2C
hsa-miR-1299,GSS
hsa-miR-1247-5p,PRKCD
hsa-miR-148b-5p,GSDMD
hsa-miR-3064-5p,AKAP12
hsa-miR-506-3p,PROM1
hsa-miR-942-5p,MAP2K3
hsa-miR-22-5p,MRE11
hsa-miR-183-5p,RAB18
hsa-miR-1269b,ZFYVE9
hsa-miR-214-3p,LINC00467
hsa-miR-409-5p,UCP2
hsa-miR-30e-5p,M6PR
hsa-miR-130a-3p,SNAI3
hsa-miR-490-5p,BCL9L
hsa-miR-335-3p,ING1
hsa-miR-645,ALDH1A1
hsa-miR-27b-5p,UBE2Q1
hsa-miR-589-3p,MZF1
hsa-miR-487a-3p,BIRC7
hsa-miR-95-5p,RCC2
hsa-miR-222-3p,TFCP2
hsa-miR-135b-5p,CCDC82
hsa-miR-33b-5p,RGS4
hsa-miR-432-3p,TLE4
hsa-miR-1207-5p,POU3F2
hsa-miR-519c-3p,TXNIP
hsa-miR-551b-3p,GRM3
hsa-miR-1250-3p,DGAT1
hsa-miR-615-5p,SNX1
hsa-miR-4720-3p,FSCN1
hsa-miR-577,MMP12
hsa-miR-595,ARL15
hsa-miR-544a,RUNX1
hsa-miR-302e,LINGO1
hsa-miR-631,NKD2
hsa-miR-513a-3p,RNF2
hsa-miR-589-3p,IL32
hsa-miR-363-3p,DAPK3
hsa-miR-141-5p,PLK1
hsa-miR-96-3p,MAPK9
hsa-miR-4720-3p,NECTIN1
hsa-miR-454-3p,GALNT7
hsa-miR-760,MMP8
hsa-miR-330-5p,HAX1
hsa-miR-384,NID1
hsa-miR-1203,ADORA2A
hsa-miR-491-5p,PTPRN2
hsa-miR-496,RAP1A
hsa-miR-99b-3p,NEUROG1
hsa-miR-188-5p,PAX6
hsa-miR-4500,SLC25A5
hsa-miR-33b-5p,TRIP13
hsa-miR-616-3p,RAD17
hsa-miR-339-3p,FGF2
hsa-miR-27b-5p,PLK4
hsa-miR-133a-5p,MEF2D
hsa-miR-1281,TOPORS
hsa-miR-330-5p,OTX2
hsa-miR-449c-5p,TNKS2
hsa-miR-100-5p,PAX6
hsa-miR-940,HOXB4
hsa-miR-346,MAMDC2
hsa-miR-219a-5p,PIK3CG
hsa-miR-4646-5p,ROBO1
hsa-miR-518a-5p,GPC5
hsa-miR-423-3p,IRAK2
hsa-miR-510-5p,MGMT
hsa-miR-374a-5p,PIKFYVE
hsa-miR-1307-5p,ARRDC3
hsa-miR-15b-3p,AURKB
hsa-miR-767-3p,SOX9
hsa-miR-103a-3p,BIN3
hsa-miR-564,GJA1
hsa-miR-3128,SRSF1
hsa-miR-509-3-5p,TYMS
hsa-miR-654-3p,ARL15
hsa-miR-1249-3p,FAF1
hsa-miR-519b-3p,DCX
hsa-miR-1182,LRRC28
hsa-miR-370-5p,TRIM14
hsa-miR-450b-5p,KLF14
hsa-miR-548b-3p,GOLPH3L
hsa-miR-218-1-3p,MICA
hsa-miR-365a-3p,HTATIP2
hsa-miR-339-5p,ANK3
hsa-miR-589-3p,POU5F1
